Timeseries computed from GloSAT.prelim01_reqSD_alternativegrid-178101-201912
Units: K anomalies from 1961-1990 reference period mean
Missing value:      -9.99900

 Year Month   Global      NH      SH
  1892     2  -0.206  -0.252  -0.114
  1892     3  -0.950  -1.364  -0.120
  1892     4  -0.936  -0.902  -1.006
  1892     5  -0.757  -0.557  -1.155
  1892     6  -0.402  -0.134  -0.938
  1892     7  -0.429  -0.313  -0.660
  1892     8  -0.308  -0.243  -0.439
  1892     9  -0.252   0.060  -0.876
  1892    10  -0.391  -0.246  -0.681
  1892    11  -0.866  -1.107  -0.384
  1892    12  -1.413  -1.668  -0.902
  1893     1  -2.210  -2.802  -1.026
  1893     2  -1.573  -1.904  -0.911
  1893     3  -0.523  -0.577  -0.415
  1893     4  -0.584  -0.486  -0.780
  1893     5  -0.720  -0.763  -0.632
  1893     6  -0.394  -0.165  -0.853
  1893     7  -0.099  -0.030  -0.236
  1893     8  -0.341  -0.161  -0.699
  1893     9  -0.344  -0.158  -0.716
  1893    10  -0.229  -0.060  -0.566
  1893    11  -0.455  -0.439  -0.486
  1893    12  -0.461  -0.482  -0.419
  1894     1  -0.696  -0.795  -0.498
  1894     2  -0.371  -0.142  -0.829
  1894     3  -0.254  -0.060  -0.642
  1894     4  -0.531  -0.325  -0.943
  1894     5  -0.541  -0.160  -1.305
  1894     6  -0.601  -0.344  -1.114
  1894     7  -0.410  -0.054  -1.122
  1894     8  -0.318  -0.072  -0.809
  1894     9  -0.637  -0.386  -1.140
  1894    10  -0.369  -0.340  -0.428
  1894    11  -0.485  -0.695  -0.065
  1894    12  -0.544  -0.523  -0.587
  1895     1  -1.225  -1.381  -0.912
  1895     2  -1.515  -1.843  -0.860
  1895     3  -0.771  -0.839  -0.635
  1895     4  -0.500  -0.361  -0.776
  1895     5  -0.483  -0.284  -0.881
  1895     6  -0.382  -0.347  -0.453
  1895     7  -0.564  -0.262  -1.167
  1895     8  -0.336  -0.306  -0.397
  1895     9  -0.168   0.115  -0.734
  1895    10  -0.316  -0.327  -0.293
  1895    11  -0.415  -0.382  -0.480
  1895    12  -0.295  -0.407  -0.069
  1896     1  -0.368  -0.487  -0.130
  1896     2  -0.364  -0.351  -0.391
  1896     3  -0.940  -1.165  -0.489
  1896     4  -0.895  -1.028  -0.629
  1896     5  -0.330  -0.087  -0.817
  1896     6  -0.245   0.150  -1.034
  1896     7  -0.222  -0.031  -0.603
  1896     8  -0.275  -0.141  -0.544
  1896     9  -0.196  -0.119  -0.350
  1896    10   0.105   0.090   0.135
  1896    11  -0.942  -1.198  -0.430
  1896    12  -0.182  -0.334   0.121
  1897     1  -0.682  -0.733  -0.579
  1897     2  -0.563  -0.594  -0.500
  1897     3  -0.897  -1.108  -0.476
  1897     4  -0.119  -0.214   0.071
  1897     5  -0.036   0.256  -0.621
  1897     6  -0.150  -0.101  -0.249
  1897     7  -0.094   0.115  -0.512
  1897     8  -0.202   0.073  -0.751
  1897     9  -0.018   0.280  -0.615
  1897    10  -0.273  -0.115  -0.590
  1897    11  -0.441  -0.672   0.021
  1897    12  -0.547  -0.805  -0.031
  1898     1   0.250   0.463  -0.178
  1898     2  -0.663  -0.797  -0.395
  1898     3  -1.470  -1.935  -0.541
  1898     4  -0.774  -0.729  -0.864
  1898     5  -0.686  -0.431  -1.195
  1898     6  -0.223  -0.171  -0.326
  1898     7  -0.303  -0.124  -0.662
  1898     8  -0.144   0.072  -0.575
  1898     9  -0.099   0.012  -0.321
  1898    10  -0.596  -0.574  -0.638
  1898    11  -0.465  -0.511  -0.374
  1898    12  -0.180  -0.144  -0.251
  1899     1  -0.206   0.100  -0.818
  1899     2  -0.801  -1.055  -0.293
  1899     3  -0.922  -1.271  -0.225
  1899     4  -0.363  -0.394  -0.302
  1899     5  -0.559  -0.400  -0.878
  1899     6  -0.610  -0.470  -0.891
  1899     7  -0.258  -0.140  -0.495
  1899     8  -0.217  -0.083  -0.485
  1899     9   0.039   0.121  -0.125
  1899    10  -0.175   0.125  -0.774
  1899    11   0.310   0.727  -0.525
  1899    12  -0.645  -1.015   0.095
  1900     1  -0.642  -0.846  -0.236
  1900     2  -0.427  -0.746   0.210
  1900     3  -0.416  -0.437  -0.374
  1900     4  -0.464  -0.505  -0.382
  1900     5  -0.246  -0.122  -0.493
  1900     6  -0.016  -0.069   0.091
  1900     7  -0.261  -0.209  -0.365
  1900     8  -0.137   0.010  -0.429
  1900     9  -0.247  -0.115  -0.512
  1900    10   0.290   0.486  -0.102
  1900    11  -0.203  -0.356   0.102
  1900    12   0.026   0.167  -0.256
  1901     1  -0.308  -0.271  -0.384
  1901     2  -0.429  -0.513  -0.259
  1901     3  -0.067   0.143  -0.488
  1901     4  -0.018   0.212  -0.476
  1901     5  -0.188  -0.150  -0.266
  1901     6   0.084   0.159  -0.068
  1901     7  -0.050   0.239  -0.628
  1901     8  -0.066   0.114  -0.427
  1901     9  -0.090  -0.203   0.136
  1901    10  -0.196  -0.136  -0.317
  1901    11  -0.340  -0.525   0.030
  1901    12  -0.471  -0.702  -0.008
  1902     1  -0.127   0.084  -0.547
  1902     2  -0.065   0.008  -0.211
  1902     3  -0.516  -0.604  -0.340
  1902     4  -0.518  -0.769  -0.018
  1902     5  -0.492  -0.713  -0.051
  1902     6  -0.327  -0.491   0.000
  1902     7  -0.411  -0.436  -0.360
  1902     8  -0.480  -0.238  -0.965
  1902     9  -0.390  -0.422  -0.325
  1902    10  -0.600  -0.624  -0.550
  1902    11  -0.786  -1.096  -0.166
  1902    12  -0.931  -1.229  -0.335
  1903     1  -0.276  -0.140  -0.549
  1903     2   0.132   0.420  -0.444
  1903     3  -0.194  -0.215  -0.151
  1903     4  -0.610  -0.556  -0.718
  1903     5  -0.617  -0.637  -0.576
  1903     6  -0.571  -0.643  -0.426
  1903     7  -0.488  -0.515  -0.436
  1903     8  -0.417  -0.431  -0.390
  1903     9  -0.330  -0.362  -0.268
  1903    10  -0.601  -0.544  -0.713
  1903    11  -0.609  -0.586  -0.656
  1903    12  -0.759  -0.681  -0.915
  1904     1  -0.840  -0.852  -0.815
  1904     2  -0.789  -0.651  -1.066
  1904     3  -0.880  -0.824  -0.991
  1904     4  -0.491  -0.611  -0.250
  1904     5  -0.494  -0.394  -0.692
  1904     6  -0.439  -0.445  -0.427
  1904     7  -0.501  -0.558  -0.389
  1904     8  -0.384  -0.320  -0.513
  1904     9  -0.500  -0.532  -0.435
  1904    10  -0.398  -0.205  -0.782
  1904    11  -0.247  -0.117  -0.508
  1904    12  -0.466  -0.384  -0.629
  1905     1  -0.476  -0.517  -0.396
  1905     2  -1.239  -1.391  -0.935
  1905     3  -0.505  -0.551  -0.413
  1905     4  -0.668  -0.831  -0.342
  1905     5  -0.396  -0.359  -0.468
  1905     6  -0.153  -0.171  -0.116
  1905     7  -0.314  -0.105  -0.732
  1905     8  -0.237  -0.115  -0.480
  1905     9  -0.178   0.021  -0.577
  1905    10  -0.452  -0.332  -0.692
  1905    11  -0.031   0.186  -0.465
  1905    12  -0.076   0.083  -0.396
  1906     1  -0.082  -0.177   0.107
  1906     2  -0.490  -0.790   0.111
  1906     3  -0.508  -0.582  -0.360
  1906     4   0.134   0.197   0.009
  1906     5  -0.031   0.001  -0.096
  1906     6  -0.070   0.128  -0.466
  1906     7  -0.200  -0.155  -0.291
  1906     8  -0.090   0.042  -0.352
  1906     9  -0.262  -0.090  -0.607
  1906    10  -0.122  -0.000  -0.366
  1906    11  -0.603  -0.476  -0.856
  1906    12  -0.105   0.191  -0.696
  1907     1  -0.717  -0.811  -0.528
  1907     2  -0.784  -0.987  -0.376
  1907     3  -0.534  -0.526  -0.550
  1907     4  -0.774  -0.879  -0.563
  1907     5  -0.928  -1.027  -0.728
  1907     6  -0.663  -0.705  -0.580
  1907     7  -0.442  -0.389  -0.547
  1907     8  -0.529  -0.401  -0.784
  1907     9  -0.356  -0.243  -0.582
  1907    10  -0.110   0.059  -0.447
  1907    11  -0.795  -0.886  -0.614
  1907    12  -0.661  -0.628  -0.728
  1908     1  -0.309  -0.357  -0.213
  1908     2  -0.320  -0.261  -0.439
  1908     3  -0.900  -1.142  -0.416
  1908     4  -0.585  -0.551  -0.652
  1908     5  -0.407  -0.309  -0.603
  1908     6  -0.286  -0.160  -0.536
  1908     7  -0.299  -0.257  -0.384
  1908     8  -0.434  -0.365  -0.573
  1908     9  -0.196  -0.040  -0.508
  1908    10  -0.465  -0.346  -0.702
  1908    11  -0.773  -0.950  -0.420
  1908    12  -0.484  -0.572  -0.308
  1909     1  -0.745  -0.859  -0.519
  1909     2  -0.565  -0.475  -0.744
  1909     3  -0.898  -1.134  -0.426
  1909     4  -0.746  -0.864  -0.511
  1909     5  -0.746  -0.715  -0.807
  1909     6  -0.365  -0.353  -0.388
  1909     7  -0.330  -0.276  -0.437
  1909     8   0.060   0.041   0.097
  1909     9  -0.068   0.074  -0.350
  1909    10  -0.089   0.005  -0.279
  1909    11  -0.039   0.218  -0.551
  1909    12  -0.660  -0.578  -0.823
  1910     1  -0.177  -0.028  -0.475
  1910     2  -0.318  -0.232  -0.490
  1910     3  -0.471  -0.237  -0.938
  1910     4  -0.344  -0.276  -0.479
  1910     5  -0.316  -0.316  -0.318
  1910     6  -0.297  -0.359  -0.174
  1910     7  -0.172  -0.099  -0.318
  1910     8  -0.134  -0.196  -0.012
  1910     9  -0.178  -0.270   0.006
  1910    10  -0.392  -0.191  -0.793
  1910    11  -0.834  -0.871  -0.760
  1910    12  -0.788  -0.831  -0.702
  1911     1  -0.678  -0.720  -0.593
  1911     2  -0.900  -0.954  -0.791
  1911     3  -0.884  -0.962  -0.729
  1911     4  -0.703  -0.644  -0.822
  1911     5  -0.406  -0.323  -0.571
  1911     6  -0.401  -0.122  -0.961
  1911     7  -0.209  -0.093  -0.439
  1911     8  -0.210  -0.072  -0.486
  1911     9  -0.280  -0.074  -0.692
  1911    10  -0.301  -0.215  -0.474
  1911    11  -0.117  -0.103  -0.147
  1911    12  -0.122  -0.066  -0.236
  1912     1  -0.420  -0.594  -0.072
  1912     2  -0.124  -0.183  -0.006
  1912     3  -0.720  -0.998  -0.162
  1912     4  -0.439  -0.495  -0.325
  1912     5  -0.266  -0.218  -0.362
  1912     6  -0.079  -0.023  -0.190
  1912     7  -0.628  -0.656  -0.573
  1912     8  -0.709  -0.855  -0.418
  1912     9  -0.643  -0.888  -0.155
  1912    10  -0.871  -1.233  -0.147
  1912    11  -0.607  -0.699  -0.422
  1912    12  -0.421  -0.531  -0.200
  1913     1  -0.363  -0.392  -0.305
  1913     2  -0.715  -0.926  -0.293
  1913     3  -0.651  -0.595  -0.763
  1913     4  -0.292  -0.341  -0.195
  1913     5  -0.812  -0.733  -0.969
  1913     6  -0.629  -0.574  -0.739
  1913     7  -0.337  -0.556   0.101
  1913     8  -0.163  -0.157  -0.176
  1913     9  -0.277  -0.274  -0.284
  1913    10  -0.326  -0.430  -0.118
  1913    11   0.081   0.205  -0.167
  1913    12   0.292   0.473  -0.071
  1914     1   0.423   0.621   0.027
  1914     2   0.150   0.165   0.120
  1914     3  -0.262  -0.438   0.088
  1914     4  -0.374  -0.584   0.046
  1914     5  -0.135  -0.157  -0.090
  1914     6  -0.089  -0.198   0.128
  1914     7  -0.166  -0.175  -0.146
  1914     8  -0.071  -0.093  -0.026
  1914     9  -0.161  -0.211  -0.061
  1914    10   0.029   0.019   0.049
  1914    11  -0.381  -0.480  -0.182
  1914    12  -0.240  -0.289  -0.140
  1915     1  -0.209  -0.190  -0.247
  1915     2   0.202   0.132   0.342
  1915     3  -0.584  -0.876   0.001
  1915     4   0.124   0.128   0.117
  1915     5  -0.204  -0.141  -0.331
  1915     6  -0.142  -0.102  -0.222
  1915     7   0.069  -0.088   0.381
  1915     8  -0.113  -0.138  -0.064
  1915     9   0.005  -0.169   0.354
  1915    10  -0.243  -0.350  -0.028
  1915    11  -0.052  -0.065  -0.026
  1915    12  -0.240  -0.240  -0.242
  1916     1  -0.020   0.101  -0.261
  1916     2  -0.081  -0.095  -0.054
  1916     3  -0.763  -1.022  -0.244
  1916     4  -0.374  -0.404  -0.314
  1916     5  -0.400  -0.511  -0.178
  1916     6  -0.512  -0.521  -0.494
  1916     7  -0.227  -0.030  -0.620
  1916     8  -0.181  -0.173  -0.198
  1916     9  -0.255  -0.411   0.056
  1916    10  -0.255  -0.242  -0.281
  1916    11  -0.450  -0.251  -0.848
  1916    12  -1.148  -1.375  -0.693
  1917     1  -0.681  -0.762  -0.521
  1917     2  -1.242  -1.329  -1.068
  1917     3  -1.197  -1.439  -0.714
  1917     4  -0.697  -0.717  -0.657
  1917     5  -1.086  -1.060  -1.137
  1917     6  -0.434  -0.383  -0.536
  1917     7  -0.080  -0.108  -0.023
  1917     8  -0.311  -0.120  -0.692
  1917     9  -0.119  -0.033  -0.291
  1917    10  -0.574  -0.665  -0.391
  1917    11  -0.352  -0.193  -0.669
  1917    12  -1.324  -1.720  -0.534
  1918     1  -0.807  -0.848  -0.723
  1918     2  -0.610  -0.532  -0.765
  1918     3  -0.609  -0.462  -0.903
  1918     4  -0.643  -0.739  -0.449
  1918     5  -0.825  -0.852  -0.770
  1918     6  -0.445  -0.544  -0.248
  1918     7  -0.425  -0.269  -0.738
  1918     8  -0.354  -0.279  -0.504
  1918     9  -0.219  -0.120  -0.416
  1918    10   0.138   0.278  -0.142
  1918    11  -0.308  -0.349  -0.225
  1918    12  -0.467  -0.676  -0.050
  1919     1  -0.236  -0.318  -0.073
  1919     2  -0.409  -0.545  -0.138
  1919     3  -0.639  -0.904  -0.110
  1919     4  -0.136  -0.318   0.228
  1919     5  -0.408  -0.622   0.021
  1919     6  -0.177  -0.307   0.084
  1919     7  -0.170  -0.179  -0.153
  1919     8  -0.115   0.023  -0.392
  1919     9  -0.053   0.186  -0.531
  1919    10  -0.185  -0.113  -0.327
  1919    11  -0.844  -1.079  -0.374
  1919    12  -0.551  -0.841   0.028
  1920     1  -0.093   0.010  -0.300
  1920     2  -0.421  -0.432  -0.399
  1920     3  -0.035   0.184  -0.475
  1920     4  -0.276  -0.303  -0.222
  1920     5  -0.189  -0.041  -0.485
  1920     6  -0.198  -0.179  -0.235
  1920     7  -0.069   0.029  -0.264
  1920     8  -0.136  -0.011  -0.385
  1920     9  -0.092  -0.056  -0.164
  1920    10  -0.420  -0.404  -0.452
  1920    11  -0.536  -0.680  -0.250
  1920    12  -0.652  -0.759  -0.437
  1921     1   0.243   0.627  -0.524
  1921     2  -0.122  -0.007  -0.352
  1921     3  -0.096   0.119  -0.526
  1921     4  -0.058   0.137  -0.448
  1921     5   0.012  -0.041   0.118
  1921     6   0.099   0.205  -0.114
  1921     7   0.004   0.168  -0.324
  1921     8  -0.346  -0.155  -0.726
  1921     9  -0.190  -0.160  -0.252
  1921    10  -0.177  -0.021  -0.488
  1921    11  -0.463  -0.536  -0.315
  1921    12  -0.192  -0.099  -0.379
  1922     1  -0.554  -0.630  -0.401
  1922     2  -0.635  -0.795  -0.313
  1922     3  -0.360  -0.340  -0.400
  1922     4  -0.111  -0.208   0.084
  1922     5  -0.185   0.001  -0.556
  1922     6  -0.139   0.038  -0.491
  1922     7  -0.188  -0.139  -0.286
  1922     8  -0.230  -0.116  -0.458
  1922     9  -0.188  -0.207  -0.151
  1922    10  -0.274  -0.214  -0.394
  1922    11  -0.127  -0.167  -0.046
  1922    12  -0.153  -0.061  -0.338
  1923     1  -0.110   0.056  -0.442
  1923     2  -0.539  -0.806  -0.006
  1923     3  -0.398  -0.567  -0.059
  1923     4  -0.722  -0.998  -0.171
  1923     5  -0.411  -0.465  -0.303
  1923     6  -0.253  -0.262  -0.234
  1923     7  -0.435  -0.194  -0.917
  1923     8  -0.380  -0.179  -0.783
  1923     9  -0.158   0.047  -0.568
  1923    10   0.051   0.404  -0.655
  1923    11   0.201   0.454  -0.304
  1923    12   0.155   0.361  -0.256
  1924     1  -0.502  -0.555  -0.395
  1924     2  -0.510  -0.459  -0.610
  1924     3  -0.377  -0.398  -0.337
  1924     4  -0.670  -0.598  -0.813
  1924     5  -0.308  -0.222  -0.481
  1924     6  -0.200  -0.180  -0.240
  1924     7  -0.167  -0.142  -0.216
  1924     8  -0.204  -0.049  -0.514
  1924     9  -0.042   0.016  -0.159
  1924    10  -0.136   0.002  -0.413
  1924    11   0.022   0.349  -0.632
  1924    12  -0.467  -0.427  -0.545
  1925     1  -0.343  -0.106  -0.819
  1925     2  -0.189  -0.066  -0.433
  1925     3  -0.342  -0.304  -0.417
  1925     4  -0.148  -0.091  -0.263
  1925     5  -0.376  -0.289  -0.551
  1925     6  -0.364  -0.251  -0.591
  1925     7  -0.406  -0.213  -0.792
  1925     8  -0.081   0.059  -0.362
  1925     9  -0.201   0.178  -0.959
  1925    10  -0.440  -0.307  -0.708
  1925    11   0.010   0.107  -0.184
  1925    12   0.211   0.272   0.089
  1926     1   0.533   0.839  -0.081
  1926     2   0.443   0.474   0.382
  1926     3   0.127   0.187   0.008
  1926     4  -0.291  -0.381  -0.111
  1926     5  -0.498  -0.369  -0.758
  1926     6  -0.185  -0.176  -0.203
  1926     7  -0.250  -0.240  -0.269
  1926     8  -0.022  -0.006  -0.054
  1926     9  -0.004   0.032  -0.077
  1926    10  -0.046   0.013  -0.164
  1926    11   0.156   0.272  -0.075
  1926    12  -0.461  -0.484  -0.416
  1927     1  -0.330  -0.399  -0.192
  1927     2  -0.116  -0.032  -0.285
  1927     3  -0.513  -0.675  -0.187
  1927     4  -0.423  -0.446  -0.378
  1927     5  -0.407  -0.276  -0.669
  1927     6  -0.200  -0.090  -0.419
  1927     7  -0.038   0.145  -0.403
  1927     8  -0.158   0.009  -0.490
  1927     9   0.042   0.223  -0.322
  1927    10   0.252   0.435  -0.113
  1927    11  -0.023  -0.022  -0.025
  1927    12  -0.761  -0.968  -0.349
  1928     1   0.087   0.378  -0.494
  1928     2   0.007   0.180  -0.338
  1928     3  -0.492  -0.700  -0.078
  1928     4  -0.267  -0.530   0.258
  1928     5  -0.329  -0.170  -0.648
  1928     6  -0.487  -0.446  -0.569
  1928     7  -0.107  -0.020  -0.282
  1928     8  -0.099  -0.110  -0.076
  1928     9   0.014  -0.052   0.146
  1928    10  -0.001   0.025  -0.054
  1928    11   0.087   0.120   0.020
  1928    12   0.036   0.163  -0.220
  1929     1  -0.674  -0.904  -0.215
  1929     2  -1.168  -1.702  -0.100
  1929     3  -0.524  -0.453  -0.667
  1929     4  -0.659  -0.669  -0.641
  1929     5  -0.480  -0.323  -0.794
  1929     6  -0.438  -0.402  -0.509
  1929     7  -0.433  -0.304  -0.691
  1929     8  -0.181  -0.031  -0.481
  1929     9  -0.248  -0.166  -0.411
  1929    10   0.045   0.160  -0.183
  1929    11   0.013   0.082  -0.125
  1929    12  -0.858  -0.965  -0.645
  1930     1  -0.246  -0.152  -0.433
  1930     2  -0.266  -0.302  -0.193
  1930     3  -0.072   0.064  -0.344
  1930     4  -0.193  -0.132  -0.314
  1930     5  -0.324  -0.304  -0.365
  1930     6  -0.069  -0.104  -0.001
  1930     7  -0.024   0.122  -0.315
  1930     8   0.050   0.369  -0.587
  1930     9  -0.121  -0.017  -0.328
  1930    10  -0.192  -0.019  -0.537
  1930    11   0.197   0.377  -0.164
  1930    12  -0.104  -0.016  -0.279
  1931     1  -0.121  -0.067  -0.228
  1931     2  -0.496  -0.721  -0.046
  1931     3  -0.270  -0.356  -0.099
  1931     4  -0.406  -0.394  -0.429
  1931     5  -0.327  -0.282  -0.417
  1931     6   0.024   0.188  -0.304
  1931     7   0.126   0.298  -0.218
  1931     8   0.140   0.326  -0.233
  1931     9   0.015   0.282  -0.520
  1931    10   0.239   0.531  -0.345
  1931    11  -0.028   0.367  -0.818
  1931    12   0.151   0.281  -0.107
  1932     1   0.762   1.028   0.230
  1932     2  -0.401  -0.501  -0.202
  1932     3  -0.566  -0.780  -0.138
  1932     4   0.058   0.127  -0.081
  1932     5  -0.214  -0.182  -0.278
  1932     6  -0.196  -0.095  -0.400
  1932     7  -0.084  -0.047  -0.159
  1932     8  -0.037   0.200  -0.511
  1932     9   0.146   0.313  -0.189
  1932    10   0.140   0.277  -0.134
  1932    11  -0.345  -0.529   0.025
  1932    12  -0.188  -0.161  -0.243
  1933     1  -0.532  -0.665  -0.267
  1933     2  -0.617  -0.854  -0.142
  1933     3  -0.538  -0.820   0.027
  1933     4  -0.268  -0.359  -0.087
  1933     5  -0.218  -0.313  -0.028
  1933     6  -0.280  -0.314  -0.213
  1933     7  -0.029   0.195  -0.476
  1933     8  -0.016   0.148  -0.343
  1933     9  -0.103  -0.029  -0.251
  1933    10  -0.057  -0.027  -0.119
  1933    11  -0.413  -0.325  -0.590
  1933    12  -0.864  -0.917  -0.757
  1934     1  -0.080  -0.003  -0.235
  1934     2   0.298   0.796  -0.697
  1934     3  -0.434  -0.554  -0.195
  1934     4  -0.403  -0.381  -0.446
  1934     5   0.182   0.288  -0.031
  1934     6  -0.026  -0.006  -0.066
  1934     7  -0.004   0.023  -0.059
  1934     8  -0.025  -0.024  -0.025
  1934     9  -0.154  -0.135  -0.192
  1934    10   0.075   0.351  -0.477
  1934    11   0.279   0.640  -0.443
  1934    12   0.162   0.435  -0.384
  1935     1  -0.512  -0.608  -0.320
  1935     2   0.737   1.230  -0.249
  1935     3  -0.025  -0.018  -0.039
  1935     4  -0.596  -0.562  -0.663
  1935     5  -0.438  -0.465  -0.384
  1935     6  -0.177  -0.081  -0.369
  1935     7  -0.055   0.091  -0.347
  1935     8  -0.056   0.138  -0.445
  1935     9  -0.154   0.089  -0.638
  1935    10   0.148   0.366  -0.288
  1935    11  -0.534  -0.668  -0.268
  1935    12  -0.308  -0.341  -0.242
  1936     1  -0.494  -0.592  -0.296
  1936     2  -0.875  -1.180  -0.264
  1936     3  -0.473  -0.562  -0.296
  1936     4  -0.215  -0.199  -0.246
  1936     5  -0.160  -0.050  -0.380
  1936     6  -0.020   0.158  -0.377
  1936     7   0.298   0.361   0.171
  1936     8   0.122   0.192  -0.019
  1936     9   0.009   0.181  -0.336
  1936    10   0.085   0.163  -0.071
  1936    11   0.142   0.279  -0.131
  1936    12   0.198   0.428  -0.263
  1937     1  -0.013   0.218  -0.476
  1937     2   0.177   0.426  -0.319
  1937     3  -0.677  -0.861  -0.309
  1937     4  -0.292  -0.194  -0.488
  1937     5  -0.009   0.152  -0.332
  1937     6   0.096   0.229  -0.169
  1937     7  -0.020   0.224  -0.510
  1937     8   0.181   0.340  -0.136
  1937     9   0.258   0.494  -0.215
  1937    10   0.368   0.627  -0.151
  1937    11   0.266   0.329   0.140
  1937    12  -0.159  -0.164  -0.149
  1938     1   0.223   0.507  -0.344
  1938     2   0.168   0.422  -0.340
  1938     3   0.320   0.487  -0.014
  1938     4   0.406   0.607   0.004
  1938     5   0.054  -0.037   0.236
  1938     6  -0.049  -0.048  -0.051
  1938     7   0.087   0.186  -0.109
  1938     8   0.110   0.418  -0.505
  1938     9   0.287   0.490  -0.120
  1938    10   0.490   0.663   0.144
  1938    11   0.424   0.703  -0.136
  1938    12  -0.261  -0.380  -0.024
  1939     1  -0.040  -0.010  -0.102
  1939     2   0.023   0.205  -0.342
  1939     3  -0.504  -0.509  -0.495
  1939     4  -0.198  -0.067  -0.461
  1939     5   0.048   0.013   0.119
  1939     6   0.088   0.107   0.048
  1939     7  -0.022   0.155  -0.375
  1939     8   0.069   0.311  -0.415
  1939     9  -0.130   0.109  -0.608
  1939    10  -0.205  -0.120  -0.377
  1939    11   0.014   0.331  -0.621
  1939    12   0.749   1.330  -0.414
  1940     1  -0.556  -0.730  -0.206
  1940     2  -0.070   0.021  -0.252
  1940     3  -0.147  -0.191  -0.058
  1940     4   0.075   0.320  -0.416
  1940     5  -0.095  -0.017  -0.252
  1940     6   0.158   0.083   0.307
  1940     7   0.138   0.134   0.147
  1940     8   0.022   0.035  -0.005
  1940     9   0.173   0.246   0.027
  1940    10   0.025   0.098  -0.122
  1940    11  -0.000   0.171  -0.344
  1940    12   0.294   0.329   0.223
  1941     1  -0.211  -0.157  -0.317
  1941     2   0.151   0.302  -0.151
  1941     3  -0.347  -0.398  -0.243
  1941     4  -0.053  -0.096   0.035
  1941     5   0.009   0.014  -0.003
  1941     6   0.135   0.177   0.049
  1941     7   0.195   0.216   0.153
  1941     8   0.059   0.110  -0.043
  1941     9  -0.181  -0.066  -0.411
  1941    10   0.238   0.364  -0.015
  1941    11  -0.190  -0.264  -0.042
  1941    12  -0.164  -0.269   0.045
  1942     1   0.229   0.229   0.230
  1942     2  -0.352  -0.554   0.053
  1942     3  -0.329  -0.474  -0.038
  1942     4  -0.144  -0.194  -0.043
  1942     5  -0.078  -0.087  -0.061
  1942     6   0.086   0.140  -0.021
  1942     7  -0.111  -0.022  -0.289
  1942     8  -0.028  -0.136   0.188
  1942     9   0.101   0.127   0.050
  1942    10   0.091   0.325  -0.377
  1942    11   0.098   0.163  -0.032
  1942    12   0.038   0.165  -0.218
  1943     1  -0.377  -0.477  -0.177
  1943     2   0.291   0.531  -0.189
  1943     3  -0.201  -0.230  -0.144
  1943     4   0.211   0.429  -0.225
  1943     5   0.078   0.319  -0.404
  1943     6  -0.212  -0.136  -0.363
  1943     7   0.011   0.043  -0.052
  1943     8  -0.153   0.136  -0.733
  1943     9   0.055   0.192  -0.219
  1943    10   0.485   0.643   0.169
  1943    11   0.085   0.317  -0.380
  1943    12   0.271   0.462  -0.113
  1944     1   0.703   1.083  -0.057
  1944     2   0.258   0.514  -0.254
  1944     3   0.079   0.185  -0.133
  1944     4  -0.144  -0.094  -0.243
  1944     5  -0.040   0.185  -0.491
  1944     6  -0.049  -0.000  -0.147
  1944     7   0.053   0.035   0.088
  1944     8   0.141   0.133   0.156
  1944     9   0.388   0.437   0.289
  1944    10   0.343   0.460   0.108
  1944    11   0.023   0.004   0.060
  1944    12  -0.253  -0.394   0.027
  1945     1  -0.229  -0.334  -0.019
  1945     2  -0.360  -0.493  -0.095
  1945     3  -0.231  -0.261  -0.169
  1945     4   0.209   0.297   0.034
  1945     5  -0.254  -0.149  -0.465
  1945     6  -0.135  -0.062  -0.281
  1945     7  -0.225  -0.133  -0.409
  1945     8   0.386   0.349   0.461
  1945     9   0.132   0.195   0.004
  1945    10   0.137   0.300  -0.187
  1945    11  -0.170  -0.111  -0.287
  1945    12  -0.654  -0.828  -0.305
  1946     1   0.051   0.280  -0.407
  1946     2  -0.029   0.052  -0.191
  1946     3  -0.313  -0.230  -0.477
  1946     4   0.165   0.426  -0.357
  1946     5  -0.090  -0.152   0.034
  1946     6  -0.248  -0.163  -0.419
  1946     7  -0.018  -0.007  -0.039
  1946     8  -0.076   0.016  -0.261
  1946     9   0.025   0.078  -0.081
  1946    10  -0.175  -0.028  -0.471
  1946    11  -0.030   0.081  -0.252
  1946    12  -0.600  -0.746  -0.306
  1947     1  -0.222  -0.338   0.012
  1947     2  -0.226  -0.381   0.084
  1947     3   0.063   0.166  -0.144
  1947     4   0.123   0.293  -0.218
  1947     5  -0.039  -0.049  -0.020
  1947     6   0.004  -0.104   0.218
  1947     7  -0.069  -0.031  -0.145
  1947     8   0.040   0.116  -0.110
  1947     9   0.047   0.226  -0.312
  1947    10   0.478   0.872  -0.310
  1947    11   0.199   0.343  -0.091
  1947    12  -0.230  -0.102  -0.487
  1948     1   0.348   0.680  -0.317
  1948     2  -0.118  -0.048  -0.257
  1948     3  -0.417  -0.349  -0.553
  1948     4  -0.053   0.117  -0.394
  1948     5   0.141   0.321  -0.221
  1948     6   0.107   0.157   0.008
  1948     7  -0.094  -0.009  -0.264
  1948     8  -0.058   0.122  -0.420
  1948     9   0.005   0.109  -0.204
  1948    10   0.158   0.318  -0.161
  1948    11   0.033   0.287  -0.474
  1948    12  -0.315  -0.419  -0.106
