Timeseries computed from GloSAT.prelim01_reqSD_alternativegrid-178101-201912
Units: K anomalies from 1961-1990 reference period mean
Missing value:      -9.99900

 Year Month   Global      NH      SH
  1836     1  -9.999  -0.869  -9.999
  1836     2  -9.999  -0.760  -9.999
  1836     3  -9.999   1.285  -9.999
  1836     4  -9.999  -0.347  -9.999
  1836     5  -9.999  -1.842  -9.999
  1836     6  -9.999  -0.900  -9.999
  1836     7  -9.999  -1.189  -9.999
  1836     8  -9.999  -1.463  -9.999
  1836     9  -9.999  -1.116  -9.999
  1836    10  -9.999  -0.314  -9.999
  1836    11  -9.999  -2.025  -9.999
  1836    12  -9.999  -0.855  -9.999
  1837     1  -9.999  -0.956  -9.999
  1837     2  -9.999  -0.107  -9.999
  1837     3  -9.999  -2.132  -9.999
  1837     4  -9.999  -2.251  -9.999
  1837     5  -9.999  -1.554  -9.999
  1837     6  -9.999  -1.005  -9.999
  1837     7  -9.999  -1.413  -9.999
  1837     8  -9.999  -0.058  -9.999
  1837     9  -9.999  -0.874  -9.999
  1837    10  -9.999  -1.232  -9.999
  1837    11  -9.999  -0.977  -9.999
  1837    12  -9.999  -2.228  -9.999
  1838     1  -9.999  -4.100  -9.999
  1838     2  -9.999  -2.858  -9.999
  1838     3  -9.999  -1.685  -9.999
  1838     4  -9.999  -1.551  -9.999
  1838     5  -9.999  -0.826  -9.999
  1838     6  -9.999  -0.979  -9.999
  1838     7  -9.999  -0.389  -9.999
  1838     8  -9.999  -0.480  -9.999
  1838     9  -9.999   0.066  -9.999
  1838    10  -9.999  -1.313  -9.999
  1838    11  -9.999  -1.094  -9.999
  1838    12  -9.999  -0.778  -9.999
  1839     1  -9.999   0.009  -9.999
  1839     2  -9.999  -0.343  -9.999
  1839     3  -9.999  -3.295  -9.999
  1839     4  -9.999  -2.142  -9.999
  1839     5  -9.999  -0.072  -9.999
  1839     6  -9.999  -0.096  -9.999
  1839     7  -9.999   0.648  -9.999
  1839     8  -9.999   0.613  -9.999
  1839     9  -9.999   0.281  -9.999
  1839    10  -9.999  -0.297  -9.999
  1839    11  -9.999  -1.582  -9.999
  1839    12  -9.999  -4.116  -9.999
  1840     1  -9.999  -0.757  -9.999
  1840     2  -9.999  -1.050  -9.999
  1840     3  -9.999  -1.626  -9.999
  1840     4  -9.999  -0.716  -9.999
  1840     5  -9.999  -0.821  -9.999
  1840     6  -9.999  -0.101  -9.999
  1840     7  -9.999  -0.183  -9.999
  1840     8  -9.999  -0.098  -9.999
  1840     9  -9.999  -0.715  -9.999
  1840    10  -9.999  -1.831  -9.999
  1840    11  -9.999  -1.632  -9.999
  1840    12  -9.999  -3.831  -9.999
  1841     1  -9.999  -2.060  -9.999
  1841     2  -9.999  -2.380  -9.999
  1841     3  -9.999  -1.499  -9.999
  1841     4  -9.999  -1.012  -9.999
  1841     5  -9.999   0.137  -9.999
  1841     6  -9.999   0.235  -9.999
  1841     7  -9.999   0.065  -9.999
  1841     8  -9.999   0.231  -9.999
  1841     9  -9.999   0.056  -9.999
  1841    10  -9.999  -0.057  -9.999
  1841    11  -9.999  -1.392  -9.999
  1841    12  -9.999  -0.515  -9.999
  1842     1  -9.999  -1.386  -9.999
  1842     2  -9.999   0.094  -9.999
  1842     3  -9.999  -0.298  -9.999
  1842     4  -9.999  -1.287  -9.999
  1842     5  -9.999  -0.460  -9.999
  1842     6  -9.999  -0.430  -9.999
  1842     7  -9.999  -0.287  -9.999
  1842     8  -9.999   0.135  -9.999
  1842     9  -9.999  -0.494  -9.999
  1842    10  -9.999  -1.173  -9.999
  1842    11  -9.999  -1.587  -9.999
  1842    12  -9.999   0.292  -9.999
  1843     1  -9.999   1.200  -9.999
  1843     2  -9.999   1.656  -9.999
  1843     3  -9.999  -0.878  -9.999
  1843     4  -9.999  -1.250  -9.999
  1843     5  -9.999  -1.434  -9.999
  1843     6  -9.999  -0.307  -9.999
  1843     7  -9.999  -0.389  -9.999
  1843     8  -9.999  -0.015  -9.999
  1843     9  -9.999   0.295  -9.999
  1843    10  -9.999  -0.145  -9.999
  1843    11  -9.999  -1.064  -9.999
  1843    12  -9.999   0.695  -9.999
  1844     1  -9.999  -0.612  -9.999
  1844     2  -9.999  -2.224  -9.999
  1844     3  -9.999  -1.395  -9.999
  1844     4  -9.999  -1.095  -9.999
  1844     5  -9.999  -0.161  -9.999
  1844     6  -9.999  -0.125  -9.999
  1844     7  -9.999  -0.457  -9.999
  1844     8  -9.999  -0.484  -9.999
  1844     9  -9.999  -0.069  -9.999
  1844    10  -9.999  -0.490  -9.999
  1844    11  -9.999  -2.007  -9.999
  1844    12  -9.999  -3.108  -9.999
  1845     1  -9.999   0.805  -9.999
  1845     2  -9.999  -3.007  -9.999
  1845     3  -9.999  -2.403  -9.999
  1845     4  -9.999  -0.691  -9.999
  1845     5  -9.999  -1.467  -9.999
  1845     6  -9.999  -0.190  -9.999
  1845     7  -9.999   0.156  -9.999
  1845     8  -9.999  -0.156  -9.999
  1845     9  -9.999  -0.383  -9.999
  1845    10  -9.999  -0.850  -9.999
  1845    11  -9.999   0.208  -9.999
  1845    12  -9.999  -1.063  -9.999
  1846     1  -9.999  -0.023  -9.999
  1846     2  -9.999   0.261  -9.999
  1846     3  -9.999   0.702  -9.999
  1846     4  -9.999  -0.755  -9.999
  1846     5  -9.999  -0.964  -9.999
  1846     6  -9.999  -0.267  -9.999
  1846     7  -9.999   0.469  -9.999
  1846     8  -9.999   1.107  -9.999
  1846     9  -9.999   0.348  -9.999
  1846    10  -9.999  -0.118  -9.999
  1846    11  -9.999  -1.133  -9.999
  1846    12  -9.999  -0.967  -9.999
  1847     1  -9.999  -1.093  -9.999
  1847     2  -9.999   0.054  -9.999
  1847     3  -9.999  -1.710  -9.999
  1847     4  -9.999  -1.130  -9.999
  1847     5  -9.999  -0.545  -9.999
  1847     6  -9.999  -0.412  -9.999
  1847     7  -9.999   0.004  -9.999
  1847     8  -9.999   0.788  -9.999
  1847     9  -9.999   0.522  -9.999
  1847    10  -9.999  -0.380  -9.999
  1847    11  -9.999   0.093  -9.999
  1847    12  -9.999  -1.809  -9.999
  1848     1  -9.999  -3.705  -9.999
  1848     2  -9.999   0.926  -9.999
  1848     3  -9.999   0.262  -9.999
  1848     4  -9.999   0.638  -9.999
  1848     5  -9.999  -0.218  -9.999
  1848     6  -9.999   0.341  -9.999
  1848     7  -9.999   0.257  -9.999
  1848     8  -9.999  -0.070  -9.999
  1848     9  -9.999  -0.363  -9.999
  1848    10  -9.999  -0.140  -9.999
  1848    11  -9.999  -0.785  -9.999
  1848    12  -9.999  -1.559  -9.999
  1849     1  -9.999  -1.439  -9.999
  1849     2  -9.999   0.389  -9.999
  1849     3  -9.999  -0.430  -9.999
  1849     4  -9.999  -1.558  -9.999
  1849     5  -9.999  -0.966  -9.999
  1849     6  -9.999  -0.258  -9.999
  1849     7  -9.999   0.266  -9.999
  1849     8  -9.999  -0.090  -9.999
  1849     9  -9.999  -0.697  -9.999
  1849    10  -9.999  -0.315  -9.999
  1849    11  -9.999   0.110  -9.999
  1849    12  -9.999  -1.597  -9.999
  1850     1  -9.999  -3.277  -9.999
  1850     2  -9.999   0.260  -9.999
  1850     3  -9.999  -1.278  -9.999
  1850     4  -9.999  -1.296  -9.999
  1850     5  -9.999  -1.064  -9.999
  1850     6  -9.999   0.142  -9.999
  1850     7  -9.999   0.376  -9.999
  1850     8  -9.999   0.678  -9.999
  1850     9  -9.999  -0.334  -9.999
  1850    10  -9.999  -1.470  -9.999
  1850    11  -9.999  -0.690  -9.999
  1850    12  -9.999  -0.274  -9.999
  1851     1  -9.999   0.336  -9.999
  1851     2  -9.999  -0.601  -9.999
  1851     3  -9.999  -1.646  -9.999
  1851     4  -9.999  -0.806  -9.999
  1851     5  -9.999  -0.232  -9.999
  1851     6  -9.999  -0.016  -9.999
  1851     7  -9.999   0.002  -9.999
  1851     8  -9.999   0.316  -9.999
  1851     9  -9.999   0.593  -9.999
  1851    10  -9.999   0.406  -9.999
  1851    11  -9.999  -0.359  -9.999
  1851    12  -9.999  -0.137  -9.999
  1852     1  -9.999  -0.402  -9.999
  1852     2  -9.999  -0.619  -9.999
  1852     3  -9.999  -1.197  -9.999
  1852     4  -9.999  -1.916  -9.999
  1852     5  -9.999   0.039  -9.999
  1852     6  -9.999  -0.039  -9.999
  1852     7  -9.999  -0.017  -9.999
  1852     8  -9.999   0.070  -9.999
  1852     9  -9.999  -0.108  -9.999
  1852    10  -9.999  -0.643  -9.999
  1852    11  -9.999  -1.297  -9.999
  1852    12  -9.999   0.872  -9.999
  1853     1  -9.999   0.484  -9.999
  1853     2  -9.999  -0.757  -9.999
  1853     3  -9.999  -1.777  -9.999
  1853     4  -9.999  -1.189  -9.999
  1853     5  -9.999  -0.296  -9.999
  1853     6  -9.999   0.059  -9.999
  1853     7  -9.999   0.490  -9.999
  1853     8  -9.999   0.471  -9.999
  1853     9  -9.999  -0.454  -9.999
  1853    10  -9.999  -0.143  -9.999
  1853    11  -9.999  -1.008  -9.999
  1853    12  -9.999  -1.496  -9.999
  1854     1  -9.999  -1.485  -9.999
  1854     2  -9.999  -0.376  -9.999
  1854     3  -9.999  -0.122  -9.999
  1854     4  -9.999  -1.009  -9.999
  1854     5  -9.999   0.247  -9.999
  1854     6  -9.999  -0.408  -9.999
  1854     7  -9.999   0.710  -9.999
  1854     8  -9.999   0.614  -9.999
  1854     9  -9.999   0.170  -9.999
  1854    10  -9.999   0.808  -9.999
  1854    11  -9.999  -0.608  -9.999
  1854    12  -9.999   0.593  -9.999
  1855     1  -9.999  -0.174  -9.999
  1855     2  -9.999  -1.966  -9.999
  1855     3  -9.999  -1.398  -9.999
  1855     4  -9.999   0.268  -9.999
  1855     5  -9.999   0.205  -9.999
  1855     6  -9.999  -0.068  -9.999
  1855     7  -9.999   0.142  -9.999
  1855     8  -9.999   0.067  -9.999
  1855     9  -9.999  -0.561  -9.999
  1855    10  -9.999  -0.109  -9.999
  1855    11  -9.999  -0.931  -9.999
  1855    12  -9.999  -2.607  -9.999
  1856     1  -9.999   0.131  -9.999
  1856     2  -9.999  -0.804  -9.999
  1856     3  -9.999  -1.986  -9.999
  1856     4  -9.999  -0.573  -9.999
  1856     5  -9.999  -0.616  -9.999
  1856     6  -9.999   0.328  -9.999
  1856     7  -9.999  -0.125  -9.999
  1856     8  -9.999  -0.510  -9.999
  1856     9  -9.999  -0.768  -9.999
  1856    10  -9.999  -0.809  -9.999
  1856    11  -9.999  -1.824  -9.999
  1856    12  -9.999  -0.250  -9.999
  1857     1  -1.090  -1.224  -0.821
  1857     2  -0.419  -0.345  -0.569
  1857     3  -0.661  -0.785  -0.414
  1857     4  -1.741  -1.817  -1.589
  1857     5  -1.200  -1.155  -1.290
  1857     6  -0.246  -0.376   0.014
  1857     7  -0.167  -0.272   0.044
  1857     8   0.041   0.243  -0.361
  1857     9  -0.581  -0.575  -0.593
  1857    10  -0.812  -0.505  -1.427
  1857    11  -0.753  -1.075  -0.109
  1857    12   0.316   0.760  -0.571
  1858     1   0.196   0.100   0.390
  1858     2  -1.218  -1.593  -0.466
  1858     3  -0.762  -0.978  -0.328
  1858     4  -0.368  -0.285  -0.534
  1858     5  -0.419  -0.073  -1.112
  1858     6  -0.003   0.451  -0.912
  1858     7  -0.273   0.404  -1.628
  1858     8  -0.224  -0.215  -0.242
  1858     9  -0.192  -0.128  -0.320
  1858    10  -0.287   0.238  -1.336
  1858    11  -1.695  -2.034  -1.016
  1858    12  -0.607  -0.279  -1.262
  1859     1  -0.305   0.179  -1.274
  1859     2  -0.051   0.691  -1.534
  1859     3  -0.332  -0.006  -0.986
  1859     4  -0.212  -0.094  -0.448
  1859     5  -0.099   0.264  -0.825
  1859     6  -0.021   0.189  -0.442
  1859     7   0.027   0.248  -0.416
  1859     8  -0.085   0.087  -0.428
  1859     9  -0.550  -0.362  -0.925
  1859    10  -0.205  -0.338   0.062
  1859    11  -0.321   0.016  -0.995
  1859    12  -0.958  -1.140  -0.593
  1860     1  -0.241  -0.214  -0.294
  1860     2  -1.296  -1.380  -1.127
  1860     3  -1.954  -2.502  -0.858
  1860     4  -0.542  -0.517  -0.593
  1860     5  -0.525  -0.092  -1.391
  1860     6  -0.139   0.144  -0.707
  1860     7  -0.104  -0.065  -0.184
  1860     8   0.112   0.044   0.249
  1860     9  -0.280  -0.143  -0.553
  1860    10  -0.479  -0.343  -0.751
  1860    11  -1.487  -1.576  -1.307
  1860    12  -2.316  -2.913  -1.120
  1861     1  -2.213  -2.780  -1.079
  1861     2  -0.082   0.177  -0.599
  1861     3   0.048  -0.081   0.305
  1861     4  -0.866  -1.471   0.344
  1861     5  -0.982  -0.880  -1.185
  1861     6  -0.038   0.047  -0.209
  1861     7  -0.007   0.327  -0.675
  1861     8   0.319   0.431   0.096
  1861     9  -0.289  -0.254  -0.358
  1861    10  -0.389  -0.326  -0.515
  1861    11  -0.887  -0.951  -0.758
  1861    12  -0.471  -0.352  -0.711
  1862     1  -1.571  -2.177  -0.360
  1862     2  -1.413  -1.852  -0.537
  1862     3  -0.656  -1.136   0.304
  1862     4  -0.499  -0.591  -0.313
  1862     5  -0.427  -0.474  -0.333
  1862     6  -0.344  -0.671   0.311
  1862     7  -0.533  -0.432  -0.735
  1862     8  -0.748  -0.552  -1.139
  1862     9  -0.356  -0.292  -0.483
  1862    10  -0.583  -0.510  -0.730
  1862    11  -0.919  -1.370  -0.017
  1862    12  -1.336  -1.875  -0.258
  1863     1   1.062   1.856  -0.525
  1863     2   0.214   0.731  -0.820
  1863     3  -0.501  -0.168  -1.166
  1863     4  -0.406  -0.178  -0.861
  1863     5  -0.419   0.095  -1.447
  1863     6  -0.499  -0.397  -0.701
  1863     7  -0.607  -0.506  -0.809
  1863     8  -0.404   0.004  -1.220
  1863     9  -0.296   0.130  -1.147
  1863    10  -0.694  -0.463  -1.154
  1863    11  -0.371   0.051  -1.215
  1863    12  -0.654  -0.509  -0.945
  1864     1  -1.508  -1.540  -1.444
  1864     2  -0.705  -0.359  -1.396
  1864     3  -0.471  -0.359  -0.696
  1864     4  -0.731  -0.798  -0.596
  1864     5  -0.774  -0.907  -0.506
  1864     6   0.243   0.508  -0.285
  1864     7  -0.235  -0.055  -0.594
  1864     8  -0.497  -0.276  -0.937
  1864     9  -0.408  -0.441  -0.342
  1864    10  -1.373  -1.623  -0.872
  1864    11  -1.470  -1.964  -0.482
  1864    12  -1.330  -1.639  -0.712
  1865     1  -0.203   0.324  -1.256
  1865     2  -1.392  -1.889  -0.399
  1865     3  -1.515  -2.078  -0.387
  1865     4  -0.435  -0.534  -0.236
  1865     5  -0.467  -0.045  -1.310
  1865     6  -0.270  -0.431   0.054
  1865     7   0.104   0.407  -0.502
  1865     8  -0.444  -0.350  -0.633
  1865     9   0.123   0.376  -0.384
  1865    10  -0.526  -0.564  -0.450
  1865    11   0.023   0.090  -0.110
  1865    12  -0.369  -0.376  -0.355
  1866     1   0.656   1.162  -0.355
  1866     2  -0.831  -0.917  -0.658
  1866     3  -0.942  -1.235  -0.357
  1866     4  -0.354  -0.272  -0.518
  1866     5  -0.788  -1.094  -0.175
  1866     6  -0.036   0.237  -0.581
  1866     7  -0.051   0.204  -0.561
  1866     8  -0.421  -0.368  -0.525
  1866     9  -0.001   0.254  -0.511
  1866    10  -0.894  -1.063  -0.555
  1866    11  -0.799  -0.527  -1.342
  1866    12  -0.543  -0.335  -0.960
  1867     1  -0.708  -0.988  -0.148
  1867     2   0.134   0.514  -0.624
  1867     3  -1.933  -2.571  -0.656
  1867     4  -0.803  -0.818  -0.774
  1867     5  -1.405  -1.971  -0.274
  1867     6  -0.422  -0.508  -0.252
  1867     7  -0.362  -0.356  -0.374
  1867     8  -0.335  -0.167  -0.669
  1867     9  -0.205  -0.074  -0.468
  1867    10  -0.090  -0.104  -0.063
  1867    11  -0.597  -0.729  -0.333
  1867    12  -1.146  -1.342  -0.755
  1868     1  -1.314  -1.351  -1.240
  1868     2  -1.162  -1.119  -1.248
  1868     3  -0.460  -0.375  -0.628
  1868     4  -0.811  -0.672  -1.087
  1868     5   0.077   0.240  -0.250
  1868     6  -0.031   0.125  -0.342
  1868     7   0.269   0.683  -0.561
  1868     8   0.097   0.375  -0.458
  1868     9  -0.413  -0.352  -0.534
  1868    10  -0.180  -0.260  -0.021
  1868    11  -1.110  -1.384  -0.562
  1868    12  -0.353  -0.099  -0.860
  1869     1  -0.286  -0.266  -0.325
  1869     2   0.630   1.343  -0.795
  1869     3  -1.102  -1.356  -0.595
  1869     4  -0.500  -0.462  -0.576
  1869     5  -0.506  -0.465  -0.590
  1869     6  -0.417  -0.344  -0.562
  1869     7  -0.391   0.074  -1.323
  1869     8   0.171   0.345  -0.178
  1869     9  -0.047   0.060  -0.261
  1869    10  -0.805  -0.746  -0.925
  1869    11  -0.590  -0.634  -0.501
  1869    12  -0.546  -0.654  -0.330
  1870     1  -0.068   0.159  -0.521
  1870     2  -1.215  -1.731  -0.182
  1870     3  -1.041  -1.230  -0.665
  1870     4  -0.599  -0.477  -0.841
  1870     5  -0.251   0.178  -1.109
  1870     6  -0.043   0.156  -0.441
  1870     7  -0.008   0.471  -0.966
  1870     8  -0.720  -0.379  -1.401
  1870     9  -0.309  -0.323  -0.281
  1870    10  -0.605  -0.769  -0.277
  1870    11  -0.181   0.092  -0.726
  1870    12  -1.837  -2.436  -0.638
  1871     1  -1.281  -1.653  -0.537
  1871     2  -1.488  -2.078  -0.308
  1871     3  -0.360   0.113  -1.308
  1871     4  -0.461  -0.189  -1.006
  1871     5  -0.799  -1.047  -0.304
  1871     6  -0.519  -0.522  -0.515
  1871     7   0.015   0.165  -0.284
  1871     8   0.046   0.181  -0.225
  1871     9  -0.638  -0.740  -0.434
  1871    10  -0.636  -0.521  -0.866
  1871    11  -1.217  -1.495  -0.661
  1871    12  -1.168  -1.607  -0.290
  1872     1  -0.275  -0.374  -0.078
  1872     2  -0.693  -0.737  -0.604
  1872     3  -0.733  -0.762  -0.674
  1872     4  -0.226   0.225  -1.127
  1872     5  -0.131   0.348  -1.089
  1872     6  -0.103  -0.007  -0.295
  1872     7  -0.169   0.057  -0.621
  1872     8  -0.360   0.183  -1.447
  1872     9  -0.315  -0.091  -0.763
  1872    10  -0.112  -0.132  -0.072
  1872    11  -0.495  -0.678  -0.130
  1872    12  -0.898  -1.122  -0.451
  1873     1  -0.312  -0.075  -0.788
  1873     2  -0.638  -0.543  -0.829
  1873     3  -0.691  -0.623  -0.828
  1873     4  -1.091  -1.304  -0.664
  1873     5  -0.628  -0.917  -0.050
  1873     6   0.242   0.113   0.498
  1873     7  -0.208   0.182  -0.989
  1873     8   0.052   0.090  -0.024
  1873     9  -0.340  -0.620   0.219
  1873    10  -0.436  -0.501  -0.307
  1873    11  -0.947  -0.876  -1.089
  1873    12  -0.049   0.136  -0.418
  1874     1   0.008   0.553  -1.080
  1874     2  -0.433  -0.129  -1.042
  1874     3  -1.034  -0.913  -1.277
  1874     4  -0.591  -0.640  -0.494
  1874     5  -0.862  -0.544  -1.498
  1874     6  -0.461  -0.115  -1.153
  1874     7  -0.296  -0.002  -0.885
  1874     8  -0.306  -0.158  -0.600
  1874     9  -0.037   0.185  -0.479
  1874    10  -0.343  -0.030  -0.967
  1874    11  -0.713  -0.620  -0.899
  1874    12  -0.390  -0.356  -0.457
  1875     1  -1.081  -1.463  -0.315
  1875     2  -1.341  -1.818  -0.387
  1875     3  -1.444  -1.775  -0.781
  1875     4  -0.955  -1.190  -0.484
  1875     5  -0.316  -0.208  -0.532
  1875     6  -0.249   0.181  -1.107
  1875     7  -0.204  -0.126  -0.359
  1875     8  -0.257  -0.213  -0.344
  1875     9  -0.561  -0.660  -0.363
  1875    10  -0.755  -0.879  -0.508
  1875    11  -1.247  -1.548  -0.645
  1875    12  -1.161  -1.186  -1.110
  1876     1  -0.415  -0.349  -0.546
  1876     2  -0.406  -0.235  -0.748
  1876     3  -0.452  -0.732   0.108
  1876     4  -0.410  -0.397  -0.435
  1876     5  -0.791  -1.037  -0.298
  1876     6  -0.092   0.317  -0.910
  1876     7   0.142   0.261  -0.095
  1876     8  -0.180   0.153  -0.846
  1876     9  -0.103  -0.151  -0.009
  1876    10  -0.535  -0.455  -0.696
  1876    11  -1.361  -1.466  -1.150
  1876    12  -1.717  -2.286  -0.579
  1877     1  -0.339  -0.558   0.097
  1877     2  -0.352  -0.414  -0.229
  1877     3  -0.492  -0.899   0.321
  1877     4  -0.861  -1.091  -0.401
  1877     5  -0.912  -0.832  -1.071
  1877     6  -0.092   0.085  -0.444
  1877     7   0.208   0.129   0.366
  1877     8   0.194   0.288   0.007
  1877     9  -0.325  -0.219  -0.538
  1877    10  -0.424  -0.550  -0.173
  1877    11   0.125   0.242  -0.109
  1877    12  -0.147  -0.051  -0.340
  1878     1  -0.426  -0.530  -0.219
  1878     2   0.354   0.866  -0.671
  1878     3   0.612   0.923  -0.010
  1878     4   0.227   0.499  -0.317
  1878     5  -0.536  -0.348  -0.912
  1878     6  -0.119   0.447  -1.250
  1878     7  -0.075   0.119  -0.464
  1878     8   0.055   0.277  -0.390
  1878     9   0.307   0.337   0.248
  1878    10   0.120   0.252  -0.144
  1878    11  -0.047  -0.107   0.073
  1878    12  -1.011  -1.035  -0.961
  1879     1  -0.476  -0.492  -0.445
  1879     2  -0.602  -0.390  -1.026
  1879     3  -0.517  -0.260  -1.032
  1879     4  -0.747  -0.583  -1.075
  1879     5  -0.651  -0.350  -1.252
  1879     6  -0.647  -0.415  -1.112
  1879     7  -0.364  -0.221  -0.651
  1879     8  -0.315  -0.257  -0.431
  1879     9  -0.340  -0.351  -0.318
  1879    10  -0.096   0.163  -0.614
  1879    11  -0.896  -1.152  -0.382
  1879    12  -1.317  -1.608  -0.736
  1880     1  -0.112   0.109  -0.554
  1880     2  -0.422  -0.478  -0.311
  1880     3  -0.496  -0.607  -0.276
  1880     4  -0.412  -0.348  -0.541
  1880     5  -0.219  -0.046  -0.566
  1880     6  -0.190  -0.233  -0.104
  1880     7  -0.275  -0.163  -0.498
  1880     8   0.083  -0.060   0.367
  1880     9  -0.239  -0.191  -0.333
  1880    10  -1.077  -1.099  -1.033
  1880    11  -0.943  -1.362  -0.106
  1880    12  -0.698  -1.017  -0.059
  1881     1  -1.215  -1.414  -0.818
  1881     2  -0.770  -0.971  -0.367
  1881     3  -0.882  -1.104  -0.437
  1881     4  -0.460  -0.524  -0.333
  1881     5  -0.133  -0.119  -0.163
  1881     6  -0.704  -0.544  -1.026
  1881     7  -0.292  -0.004  -0.868
  1881     8  -0.079   0.076  -0.389
  1881     9  -0.052  -0.111   0.067
  1881    10  -0.576  -0.688  -0.353
  1881    11  -0.658  -0.717  -0.541
  1881    12   0.075  -0.126   0.478
  1882     1   0.696   0.982   0.123
  1882     2   0.043   0.363  -0.598
  1882     3   0.060   0.194  -0.207
  1882     4  -0.758  -0.703  -0.866
  1882     5  -0.739  -0.711  -0.794
  1882     6  -0.729  -0.544  -1.098
  1882     7  -0.536  -0.401  -0.807
  1882     8   0.004  -0.027   0.068
  1882     9  -0.016  -0.200   0.353
  1882    10  -0.403  -0.685   0.159
  1882    11  -0.883  -1.160  -0.327
  1882    12  -1.309  -1.506  -0.914
  1883     1  -1.090  -1.406  -0.457
  1883     2  -0.943  -1.054  -0.720
  1883     3  -0.984  -1.209  -0.533
  1883     4  -0.717  -0.669  -0.813
  1883     5  -0.629  -0.521  -0.845
  1883     6  -0.050  -0.112   0.072
  1883     7  -0.297  -0.189  -0.512
  1883     8  -0.417  -0.378  -0.496
  1883     9  -0.512  -0.362  -0.813
  1883    10  -0.495  -0.370  -0.746
  1883    11  -0.714  -0.775  -0.591
  1883    12  -0.400  -0.364  -0.472
  1884     1  -0.571  -0.578  -0.557
  1884     2  -0.525  -0.488  -0.598
  1884     3  -0.920  -1.210  -0.339
  1884     4  -1.156  -1.373  -0.721
  1884     5  -1.205  -0.978  -1.659
  1884     6  -0.813  -0.808  -0.824
  1884     7  -0.758  -0.642  -0.990
  1884     8  -0.271  -0.750   0.687
  1884     9  -0.570  -0.623  -0.466
  1884    10  -0.623  -0.546  -0.777
  1884    11  -0.992  -1.224  -0.528
  1884    12  -0.730  -0.654  -0.881
  1885     1  -1.388  -1.726  -0.713
  1885     2  -0.844  -0.782  -0.969
  1885     3  -1.042  -0.801  -1.525
  1885     4  -1.039  -0.871  -1.375
  1885     5  -1.092  -1.145  -0.986
  1885     6  -0.804  -0.669  -1.074
  1885     7  -0.401  -0.195  -0.813
  1885     8  -0.564  -0.671  -0.349
  1885     9  -0.376  -0.578   0.026
  1885    10  -0.607  -0.912   0.004
  1885    11  -0.651  -1.029   0.105
  1885    12  -0.102  -0.170   0.035
  1886     1  -0.871  -1.379   0.145
  1886     2  -1.121  -1.407  -0.549
  1886     3  -1.054  -1.301  -0.560
  1886     4  -0.478  -0.477  -0.481
  1886     5  -0.559  -0.389  -0.901
  1886     6  -0.676  -0.556  -0.916
  1886     7  -0.238  -0.097  -0.520
  1886     8  -0.349  -0.276  -0.494
  1886     9  -0.155  -0.189  -0.087
  1886    10  -0.594  -0.399  -0.985
  1886    11  -0.520  -0.665  -0.230
  1886    12  -0.276  -0.128  -0.572
  1887     1  -0.913  -1.318  -0.105
  1887     2  -0.930  -0.877  -1.037
  1887     3  -0.678  -0.717  -0.599
  1887     4  -0.816  -0.735  -0.977
  1887     5  -0.522  -0.148  -1.270
  1887     6  -0.477  -0.418  -0.597
  1887     7  -0.335  -0.147  -0.713
  1887     8  -0.487  -0.614  -0.233
  1887     9  -0.297  -0.048  -0.794
  1887    10  -0.839  -0.972  -0.573
  1887    11  -0.743  -0.612  -1.006
  1887    12  -0.766  -0.873  -0.551
  1888     1  -1.075  -1.339  -0.548
  1888     2  -1.101  -1.296  -0.711
  1888     3  -1.491  -1.698  -1.076
  1888     4  -0.447  -0.390  -0.562
  1888     5  -0.793  -0.602  -1.176
  1888     6  -0.521  -0.460  -0.641
  1888     7  -0.392  -0.332  -0.513
  1888     8  -0.386  -0.398  -0.363
  1888     9  -0.260  -0.310  -0.159
  1888    10  -0.351  -0.417  -0.218
  1888    11  -0.410  -0.730   0.230
  1888    12  -0.475  -0.843   0.260
  1889     1  -0.593  -0.860  -0.060
  1889     2  -0.309  -0.470   0.014
  1889     3  -0.355  -0.601   0.137
  1889     4  -0.015   0.070  -0.186
  1889     5   0.114   0.165   0.011
  1889     6  -0.063   0.038  -0.266
  1889     7  -0.263  -0.145  -0.498
  1889     8  -0.371  -0.163  -0.788
  1889     9  -0.471  -0.388  -0.638
  1889    10  -0.346  -0.431  -0.174
  1889    11  -0.784  -1.021  -0.309
  1889    12  -0.133  -0.174  -0.051
  1890     1  -0.428  -0.377  -0.530
  1890     2  -0.500  -0.335  -0.830
  1890     3  -0.631  -0.639  -0.614
  1890     4  -0.380  -0.209  -0.722
  1890     5  -0.719  -0.589  -0.978
  1890     6  -0.289  -0.291  -0.285
  1890     7  -0.377  -0.108  -0.917
  1890     8  -0.354  -0.098  -0.867
  1890     9  -0.190  -0.080  -0.411
  1890    10  -0.417  -0.267  -0.718
  1890    11  -0.970  -1.102  -0.706
  1890    12  -0.688  -0.680  -0.702
  1891     1  -1.006  -1.007  -1.003
  1891     2  -0.947  -0.974  -0.894
  1891     3  -0.595  -0.679  -0.426
  1891     4  -0.843  -0.845  -0.837
  1891     5  -0.516  -0.548  -0.451
  1891     6  -0.438  -0.420  -0.475
  1891     7  -0.417  -0.280  -0.692
  1891     8  -0.455  -0.270  -0.826
  1891     9  -0.266  -0.019  -0.761
  1891    10  -0.579  -0.563  -0.611
  1891    11  -0.983  -1.322  -0.305
  1891    12   0.009   0.282  -0.537
  1892     1  -0.793  -0.993  -0.393
