,Year,Global
0,2021.0,1.3331844766893195
1,2022.0,1.3707443424341479
2,2023.0,1.406179558956911
3,2024.0,1.4415551499898258
4,2025.0,1.4744683502078806
5,2026.0,1.503897737219049
6,2027.0,1.5306529281233416
7,2028.0,1.5576797771820798
8,2029.0,1.5872670796302697
9,2030.0,1.6138095823046754
10,2031.0,1.6400280542549912
11,2032.0,1.6681477218482832
12,2033.0,1.7002617399559268
13,2034.0,1.7376028848150875
14,2035.0,1.7778776428568683
15,2036.0,1.8212215717503695
16,2037.0,1.8613547934566737
17,2038.0,1.901539202501941
18,2039.0,1.9384490302387736
19,2040.0,1.9730296886374468
20,2041.0,2.0060945967926815
21,2042.0,2.040095251280195
22,2043.0,2.076082774301509
23,2044.0,2.1150851915791007
24,2045.0,2.1598578023096495
25,2046.0,2.2077056667910937
26,2047.0,2.258470135118443
27,2048.0,2.304826838119688
28,2049.0,2.3473470250414725
29,2050.0,2.385866143001273
30,2051.0,2.4230426950515325
31,2052.0,2.459356216183071
32,2053.0,2.4955332156391243
33,2054.0,2.5334633538479583
34,2055.0,2.5747431789587942
35,2056.0,2.6193155137451543
36,2057.0,2.6636046527562813
37,2058.0,2.712127166775915
38,2059.0,2.760820883970485
39,2060.0,2.80709580049809
40,2061.0,2.8494843650157433
41,2062.0,2.8857270515027693
42,2063.0,2.9222408049363597
43,2064.0,2.9594992100708155
44,2065.0,2.9987332200867756
45,2066.0,3.0432555602964446
46,2067.0,3.0914130274553733
47,2068.0,3.1405379079656255
48,2069.0,3.186944571681042
49,2070.0,3.229519296112775
50,2071.0,3.267809727551902
51,2072.0,3.3061453044095623
52,2073.0,3.3458790139886454
53,2074.0,3.3848732564116206
54,2075.0,3.4240902304224434
55,2076.0,3.463469323941159
56,2077.0,3.5042968688040514
57,2078.0,3.547627874878965
58,2079.0,3.5931010211788976
59,2080.0,3.6396834349393696
60,2081.0,3.68619179031263
61,2082.0,3.7333216707158527
62,2083.0,3.7789459631688374
63,2084.0,3.8236378407940346
64,2085.0,3.8653172258622632
65,2086.0,3.9061372320407552
66,2087.0,3.9479973803236694
67,2088.0,3.9910972489318692
68,2089.0,4.037539948543321
69,2090.0,4.088349462137135
70,2091.0,4.14111673690347
71,2092.0,4.196383823373029
72,2093.0,4.24769447319023
73,2094.0,4.294093340771713
74,2095.0,4.337288282057318
75,2096.0,4.377407715687733
76,2097.0,4.4172482534863935
77,2098.0,4.456881102816656
78,2099.0,4.496359232063129
79,2100.0,4.536590605446327
80,2101.0,4.580224581131645
81,2102.0,4.622077519073209
82,2103.0,4.662429569730355
83,2104.0,4.700002224009926
84,2105.0,4.7336271804339525
85,2106.0,4.765559700094156
86,2107.0,4.80048382142674
87,2108.0,4.836923833270662
88,2109.0,4.874522130374417
89,2110.0,4.914746569507974
90,2111.0,4.95976445275047
91,2112.0,5.003437024181213
92,2113.0,5.046091222930943
93,2114.0,5.084613454089036
94,2115.0,5.121939069914779
95,2116.0,5.156588059949415
96,2117.0,5.19036986551078
97,2118.0,5.223887772581362
98,2119.0,5.258059937950258
99,2120.0,5.295123701265194
100,2121.0,5.335785043960871
101,2122.0,5.37946682066406
102,2123.0,5.419207278907986
103,2124.0,5.458725534517544
104,2125.0,5.494189809731071
105,2126.0,5.526748382963078
106,2127.0,5.560304072646453
107,2128.0,5.594214750971778
108,2129.0,5.629257354022613
109,2130.0,5.667263787873749
110,2131.0,5.711391933554973
111,2132.0,5.755138382671188
112,2133.0,5.798800980334834
113,2134.0,5.839096487390616
114,2135.0,5.87569593959739
115,2136.0,5.908781675313583
116,2137.0,5.9416203777133205
117,2138.0,5.974247637667169
118,2139.0,6.007269056935715
119,2140.0,6.041507331102277
120,2141.0,6.078760897703331
121,2142.0,6.118443601162999
122,2143.0,6.157851241022842
123,2144.0,6.19724444414153
124,2145.0,6.235583306029551
125,2146.0,6.271295709541411
126,2147.0,6.306864798597985
127,2148.0,6.341089492511441
128,2149.0,6.374913383562609
129,2150.0,6.4088240321806325
130,2151.0,6.4431716524001015
131,2152.0,6.479933971040517
132,2153.0,6.5205697066506305
133,2154.0,6.563256100217471
134,2155.0,6.604110842516876
135,2156.0,6.643028459693888
136,2157.0,6.679020509847102
137,2158.0,6.711706557879655
138,2159.0,6.7422722968766005
139,2160.0,6.767152852926214
140,2161.0,6.792774697233119
141,2162.0,6.821854112132247
142,2163.0,6.85651216193717
143,2164.0,6.8952621223044765
144,2165.0,6.9299682355746315
145,2166.0,6.963936910790055
146,2167.0,6.991260713797444
147,2168.0,7.0147418057419815
148,2169.0,7.036232108417721
149,2170.0,7.057277344798271
150,2171.0,7.0790442566823595
151,2172.0,7.103322434885011
152,2173.0,7.132802423283427
153,2174.0,7.164303734427447
154,2175.0,7.196961825782091
155,2176.0,7.227938161205176
156,2177.0,7.252705882378815
157,2178.0,7.274739518867924
158,2179.0,7.295417843066313
159,2180.0,7.314855551442509
160,2181.0,7.3338874330159864
161,2182.0,7.352631066739955
162,2183.0,7.371594907930167
163,2184.0,7.391370156524195
164,2185.0,7.4127442712054155
165,2186.0,7.437202710254124
166,2187.0,7.461283168505308
167,2188.0,7.485476815720169
168,2189.0,7.509428412239784
169,2190.0,7.530226238868175
170,2191.0,7.552584430525064
171,2192.0,7.5741142035637115
172,2193.0,7.595606950069536
173,2194.0,7.617320460107964
174,2195.0,7.6403536375557595
175,2196.0,7.66685173124926
176,2197.0,7.696222612487779
177,2198.0,7.7262646343945205
178,2199.0,7.753838061303139
179,2200.0,7.778619206545418
