,Year,Global
0,2021,1.3610574815783734
1,2022,1.388638600976719
2,2023,1.4163110091953774
3,2024,1.4427109261490607
4,2025,1.465203978358251
5,2026,1.4845259175593535
6,2027,1.5017492527940481
7,2028,1.5179654817133634
8,2029,1.5342796924895339
9,2030,1.550003717890903
10,2031,1.5647375627510896
11,2032,1.5737968393241695
12,2033,1.5853080871170337
13,2034,1.6050162854439218
14,2035,1.6247625220878865
15,2036,1.6454182826043562
16,2037,1.661145662778416
17,2038,1.6756904065157117
18,2039,1.6853758315484293
19,2040,1.691324136361279
20,2041,1.6942135456245146
21,2042,1.6969439327092697
22,2043,1.7008078959221242
23,2044,1.7070445687331612
24,2045,1.7176342421899815
25,2046,1.7289495648936277
26,2047,1.7413487704702981
27,2048,1.752128627104016
28,2049,1.758470688472027
29,2050,1.7598862986589734
30,2051,1.7594528410755816
31,2052,1.7577338481652323
32,2053,1.7555299035889211
33,2054,1.754846123352033
34,2055,1.7573656111312204
35,2056,1.7630238261987028
36,2057,1.7680476933281075
37,2058,1.7730118132293535
38,2059,1.777341683580206
39,2060,1.7763361071750372
40,2061,1.7721729730387616
41,2062,1.7668960348608405
42,2063,1.7655295408018228
43,2064,1.7644927430011723
44,2065,1.7646621393185415
45,2066,1.7683590694083577
46,2067,1.7734875266917884
47,2068,1.7791075210009322
48,2069,1.7825129892637122
49,2070,1.7828507951258763
50,2071,1.7798014828047386
51,2072,1.7755114040637738
52,2073,1.7738586455513394
53,2074,1.7680804571878175
54,2075,1.7622434412238623
55,2076,1.7562713835242012
56,2077,1.751471222378605
57,2078,1.7489098991845924
58,2079,1.7481995289497183
59,2080,1.7481794668766795
60,2081,1.7471806356496933
61,2082,1.7451816205829458
62,2083,1.7407796188920286
63,2084,1.7353685853631815
64,2085,1.7274083192930236
65,2086,1.71858609109832
66,2087,1.7103795856644592
67,2088,1.702954012744607
68,2089,1.6979225326610274
69,2090,1.6960629541535277
70,2091,1.6977833164874403
71,2092,1.7030187600897004
72,2093,1.7050319322996013
73,2094,1.702983090511625
74,2095,1.6983898626160892
75,2096,1.691363298159834
76,2097,1.6843771582682017
77,2098,1.6774824921374452
78,2099,1.6729093477858878
79,2100,1.6718614812628356
80,2101,1.6740358265061732
81,2102,1.6749977406267877
82,2103,1.6750124413344993
83,2104,1.6729861045515062
84,2105,1.6679112440212227
85,2106,1.660716124829497
86,2107,1.6520955950080443
87,2108,1.64445353885229
88,2109,1.6387871933635023
89,2110,1.6369890024824743
90,2111,1.6418584948698132
91,2112,1.6453471897775742
92,2113,1.6478626720713383
93,2114,1.6453238946959976
94,2115,1.641555811151437
95,2116,1.6346150926515293
96,2117,1.6268570202473212
97,2118,1.619058909201522
98,2119,1.6124077442358233
99,2120,1.6098097920418426
100,2121,1.6121661137695908
101,2122,1.6187005059717365
102,2123,1.6203056320292024
103,2124,1.6218350666875625
104,2125,1.6182798842786337
105,2126,1.6111426810994285
106,2127,1.603235397187627
107,2128,1.5949849731124812
108,2129,1.5884225485050563
109,2130,1.585971358635785
110,2131,1.5918056380033623
111,2132,1.5972384407015674
112,2133,1.6026580348087462
113,2134,1.6037035944638198
114,2135,1.5999543185119283
115,2136,1.5916711561988668
116,2137,1.5832110723118606
117,2138,1.5746239110119005
118,2139,1.5667154085158725
119,2140,1.5605759310048994
120,2141,1.5586073079931566
121,2142,1.560028238405284
122,2143,1.561242148167229
123,2144,1.5626001606210294
124,2145,1.5627235142086695
125,2146,1.5595307766774558
126,2147,1.5563335137290712
127,2148,1.551538162811485
128,2149,1.5464047044739222
129,2150,1.541582656226046
130,2151,1.5375815156181156
131,2152,1.5370590087439129
132,2153,1.5419658863589127
133,2154,1.5498809662135935
134,2155,1.5556513142188524
135,2156,1.5591550211124239
136,2157,1.5590957548478257
137,2158,1.554987500016126
138,2159,1.5484245213998962
139,2160,1.541362276107741
140,2161,1.5358212800363904
141,2162,1.5341392673024288
142,2163,1.5384724790799031
143,2164,1.5472982802451853
144,2165,1.5519752462171517
145,2166,1.5553209149215377
146,2167,1.5533659538273
147,2168,1.5484727596327068
148,2169,1.542201377641894
149,2170,1.5350834452333464
150,2171,1.5288243943497195
151,2172,1.525437728833646
152,2173,1.5276593777830196
153,2174,1.532240907687612
154,2175,1.5373227884577148
155,2176,1.541177868293837
156,2177,1.541983794903029
157,2178,1.5395421563859024
158,2179,1.5356978432865986
159,2180,1.5306023028915632
160,2181,1.5246309048065603
161,2182,1.5195076334804485
162,2183,1.5156374809096849
163,2184,1.5125994597879278
164,2185,1.51209098713178
165,2186,1.5160931967232707
166,2187,1.5199629271813908
167,2188,1.5243531916921507
168,2189,1.5287838217945098
169,2190,1.529353902400482
170,2191,1.527223518315132
171,2192,1.5239108800070476
172,2193,1.5207871914791904
173,2194,1.5181364901884826
174,2195,1.5171980554180666
175,2196,1.520389576430485
176,2197,1.5270277522680304
177,2198,1.5346135084426558
178,2199,1.5395965825326696
179,2200,1.5416205595357138
